 9.60  -0.1999504E+00  -0.7868111E-02  -0.7309570E-02  -0.3730720E-02   0.1373250E-02  -0.2745176E-02   0.2924549E-03  -0.2855999E-03  -0.1731105E-03   0.1554180E-05  -0.1015951E-05  -0.3533034E-05
 9.70  -0.1876831E+00  -0.7289106E-02  -0.6868817E-02  -0.3487876E-02   0.1270172E-02  -0.2547192E-02   0.2667004E-03  -0.2619099E-03  -0.1593817E-03   0.1216000E-05  -0.6715737E-06  -0.3336087E-05
 9.80  -0.1762887E+00  -0.6759707E-02  -0.6459252E-02  -0.3263273E-02   0.1175972E-02  -0.2365403E-02   0.2435830E-03  -0.2404617E-03  -0.1468342E-03   0.9402555E-06  -0.3986242E-06  -0.3136650E-05
 9.90  -0.1656966E+00  -0.6275007E-02  -0.6078317E-02  -0.3055369E-02   0.1089781E-02  -0.2198326E-02   0.2227944E-03  -0.2210134E-03  -0.1353620E-03   0.7164343E-06  -0.1844738E-06  -0.2938322E-05
10.00  -0.1558425E+00  -0.5830653E-02  -0.5723691E-02  -0.2862763E-02   0.1010827E-02  -0.2044629E-02   0.2040664E-03  -0.2033529E-03  -0.1248682E-03   0.5356520E-06  -0.1850666E-07  -0.2743869E-05
10.10  -0.1466678E+00  -0.5422773E-02  -0.5393270E-02  -0.2684188E-02   0.9384196E-03  -0.1903114E-02   0.1871648E-03  -0.1872933E-03  -0.1152649E-03   0.3904242E-06   0.1081686E-06  -0.2555364E-05
10.20  -0.1381193E+00  -0.5047919E-02  -0.5085142E-02  -0.2518489E-02   0.8719449E-03  -0.1772702E-02   0.1718854E-03  -0.1726700E-03  -0.1064720E-03   0.2744682E-06   0.2029717E-06  -0.2374305E-05
10.30  -0.1301484E+00  -0.4703015E-02  -0.4797570E-02  -0.2364621E-02   0.8108527E-03  -0.1652420E-02   0.1580493E-03  -0.1593377E-03  -0.9841666E-04   0.1825270E-06   0.2720714E-06  -0.2201719E-05
10.40  -0.1227107E+00  -0.4385310E-02  -0.4528969E-02  -0.2221629E-02   0.7546500E-03  -0.1541389E-02   0.1454999E-03  -0.1471674E-03  -0.9103280E-04   0.1102159E-06   0.3205778E-06  -0.2038255E-05
10.50  -0.1157656E+00  -0.4092344E-02  -0.4277896E-02  -0.2088645E-02   0.7028948E-03  -0.1438815E-02   0.1340998E-03  -0.1360451E-03  -0.8426040E-04   0.5388928E-07   0.3527068E-06  -0.1884260E-05
10.60  -0.1092762E+00  -0.3821909E-02  -0.4043033E-02  -0.1964878E-02   0.6551899E-03  -0.1343979E-02   0.1237281E-03  -0.1258692E-03  -0.7804496E-04   0.1052543E-07   0.3719236E-06  -0.1739843E-05
10.70  -0.1032083E+00  -0.3572022E-02  -0.3823176E-02  -0.1849607E-02   0.6111779E-03  -0.1256229E-02   0.1142783E-03  -0.1165492E-03  -0.7233707E-04  -0.2237274E-07   0.3810638E-06  -0.1604930E-05
10.80  -0.9753090E-01  -0.3340898E-02  -0.3617223E-02  -0.1742171E-02   0.5705366E-03  -0.1174975E-02   0.1056565E-03  -0.1080044E-03  -0.6709189E-04  -0.4686222E-07   0.3824377E-06  -0.1479310E-05
10.90  -0.9221543E-01  -0.3126932E-02  -0.3424165E-02  -0.1641968E-02   0.5329755E-03  -0.1099680E-02   0.9777954E-04  -0.1001627E-03  -0.6226873E-04  -0.6463219E-07   0.3779184E-06  -0.1362670E-05
11.00  -0.8723569E-01  -0.2928670E-02  -0.3243075E-02  -0.1548448E-02   0.4982318E-03  -0.1029857E-02   0.9057390E-04  -0.9295953E-04  -0.5783070E-04  -0.7706528E-07   0.3690165E-06  -0.1254626E-05
11.10  -0.8256756E-01  -0.2744803E-02  -0.3073103E-02  -0.1461106E-02   0.4660679E-03  -0.9650617E-03   0.8397423E-04  -0.8633684E-04  -0.5374430E-04  -0.8528940E-07   0.3569431E-06  -0.1154746E-05
11.20  -0.7818891E-01  -0.2574142E-02  -0.2913469E-02  -0.1379478E-02   0.4362686E-03  -0.9048906E-03   0.7792242E-04  -0.8024256E-04  -0.4997915E-04  -0.9022143E-07   0.3426631E-06  -0.1062572E-05
11.30  -0.7407935E-01  -0.2415612E-02  -0.2763453E-02  -0.1303143E-02   0.4086387E-03  -0.8489753E-03   0.7236671E-04  -0.7462980E-04  -0.4650765E-04  -0.9260388E-07   0.3269388E-06  -0.9776310E-06
11.40  -0.7022009E-01  -0.2268236E-02  -0.2622393E-02  -0.1231710E-02   0.3830007E-03  -0.7969800E-03   0.6726091E-04  -0.6945631E-04  -0.4330475E-04  -0.9303562E-07   0.3103676E-06  -0.8994485E-06
11.50  -0.6659381E-01  -0.2131124E-02  -0.2489679E-02  -0.1164823E-02   0.3591936E-03  -0.7485980E-03   0.6256368E-04  -0.6468394E-04  -0.4034768E-04  -0.9199753E-07   0.2934124E-06  -0.8275573E-06
11.60  -0.6318455E-01  -0.2003470E-02  -0.2364747E-02  -0.1102154E-02   0.3370707E-03  -0.7035490E-03   0.5823803E-04  -0.6027821E-04  -0.3761575E-04  -0.8987386E-07   0.2764275E-06  -0.7615033E-06
11.70  -0.5997756E-01  -0.1884535E-02  -0.2247078E-02  -0.1043400E-02   0.3164984E-03  -0.6615769E-03   0.5425072E-04  -0.5620793E-04  -0.3509015E-04  -0.8696993E-07   0.2596792E-06  -0.7008504E-06
11.80  -0.5695920E-01  -0.1773649E-02  -0.2136190E-02  -0.9882850E-03   0.2973548E-03  -0.6224469E-03   0.5057191E-04  -0.5244484E-04  -0.3275376E-04  -0.8352686E-07   0.2433639E-06  -0.6451832E-06
11.90  -0.5411687E-01  -0.1670196E-02  -0.2031639E-02  -0.9365519E-03   0.2795287E-03  -0.5859442E-03   0.4717471E-04  -0.4896328E-04  -0.3059099E-04  -0.7973362E-07   0.2276216E-06  -0.5941095E-06
