R_Bohr             v_0_0_0               v_1_0_1               v_1_1_0               v_1_1_2               v_2_0_2               v_2_1_1               v_2_1_3               v_2_2_0               v_2_2_2               v_2_2_4               v_3_0_3               v_3_1_2               v_3_1_4               v_3_2_1               v_3_2_3               v_3_2_5               v_3_3_0               v_3_3_2               v_3_3_4               v_3_3_6               v_4_0_4               v_4_1_3               v_4_1_5               v_4_2_2               v_4_2_4               v_4_2_6               v_4_3_1               v_4_3_3               v_4_3_5               v_4_3_7               v_4_4_0               v_4_4_2               v_4_4_4               v_4_4_6               v_4_4_8               v_5_0_5               v_5_1_4               v_5_1_6               v_5_2_3               v_5_2_5               v_5_2_7               v_5_3_2               v_5_3_4               v_5_3_6               v_5_3_8               v_5_4_1               v_5_4_3               v_5_4_5               v_5_4_7               v_5_4_9               v_5_5_0               v_5_5_2               v_5_5_4               v_5_5_6               v_5_5_8              v_5_5_10   
 35.67 -0.474107488422E-06    0.222948802613E-07    0.312485767364E-05   -0.110431025934E-05   -0.202942261333E-07   -0.596545101242E-06    0.121488523814E-06    0.693349683459E-06   -0.414435020786E-06    0.693481445012E-07    0.333860716601E-21    0.430478153204E-07   -0.621341694081E-08   -0.743459086673E-07    0.283913127676E-07   -0.379394874001E-08    0.751394252219E-08   -0.542272026935E-08    0.180222537956E-08   -0.204377113421E-09   -0.785344777634E-16   -0.385358536660E-08    0.430843941841E-09    0.765101860154E-08   -0.218848797129E-08    0.241258116342E-09   -0.971798211969E-09    0.474727518319E-09   -0.130484841297E-09    0.126977891456E-10    0.106464046368E-09   -0.849289286738E-10    0.374758498192E-10   -0.897225567738E-11    0.769826796723E-12    0.438778468966E-22   -0.214176102890E-15    0.195492746641E-16   -0.418436767860E-09    0.962264610500E-10   -0.900950722529E-11    0.409899551101E-10   -0.155670530281E-10    0.362303445022E-11   -0.307670906239E-12   -0.165138424767E-16   -0.391173816002E-16   -0.472667068556E-16   -0.120533926724E-15   -0.234191565479E-15   -0.124959128459E-16    0.282458606911E-16   -0.169674743672E-16   -0.111189116317E-16    0.129988301384E-16   -0.260960002922E-17   
 36.78 -0.391281073732E-06    0.177652288704E-07    0.285821636593E-05   -0.101015634011E-05   -0.162893729204E-07   -0.530644552449E-06    0.108105169385E-06    0.595764352254E-06   -0.356098331805E-06    0.596026736105E-07    0.115387273769E-22    0.370536951270E-07   -0.534824021401E-08   -0.619101346356E-07    0.236423231692E-07   -0.315933832209E-08    0.607000361902E-08   -0.438064758231E-08    0.145589532468E-08   -0.165102059293E-09   -0.196507914489E-16   -0.322719894437E-08    0.360811810828E-09    0.618313998362E-08   -0.176861778993E-08    0.194971783537E-09   -0.761260583892E-09    0.371879000500E-09   -0.102215630067E-09    0.994684506254E-11    0.811069025879E-10   -0.647009256162E-10    0.285500148113E-10   -0.683528282128E-11    0.586472796659E-12    0.165474733117E-21   -0.562569409604E-16    0.513442229309E-17   -0.329365912998E-09    0.757431436067E-10   -0.709169174615E-11    0.306604749169E-10   -0.116441512527E-10    0.271002872617E-11   -0.230137747474E-12   -0.430110133291E-17   -0.103841735669E-16   -0.129849640520E-16   -0.322296020994E-16   -0.624831663002E-16   -0.287766674975E-17    0.685887059157E-17   -0.413735521506E-17   -0.282072235110E-17    0.326147210802E-17   -0.653917645486E-18   
 37.93 -0.322924405141E-06    0.141558668681E-07    0.261433098778E-05   -0.924019648190E-06   -0.130748355919E-07   -0.472025043679E-06    0.961913179472E-07    0.511913511282E-06   -0.305973723949E-06    0.512251107437E-07   -0.488820949702E-21    0.318942160559E-07   -0.460353355637E-08   -0.515544814703E-07    0.196876928081E-07   -0.263087861420E-08    0.490354355410E-08   -0.353882768184E-08    0.117611889232E-08   -0.133374640314E-09   -0.467924582583E-17   -0.270262937908E-08    0.302163150480E-09    0.499687977089E-08   -0.142930137555E-08    0.157565665867E-09   -0.596335401098E-09    0.291312354285E-09   -0.800708719910E-10    0.779188617324E-11    0.617892130896E-10   -0.492907403985E-10    0.217500963865E-10   -0.520728487094E-11    0.446789255241E-12   -0.313509751627E-21   -0.140853564813E-16    0.128406017458E-17   -0.259255192129E-09    0.596200228172E-10   -0.558211348985E-11    0.229340266233E-10   -0.870982185629E-11    0.202710072015E-11   -0.172142969660E-12   -0.106806034355E-17   -0.262786193465E-17   -0.339484769860E-17   -0.821701502095E-17   -0.159019339232E-16   -0.626918213070E-18    0.158465478764E-17   -0.959972905830E-18   -0.680832874610E-18    0.778901041431E-18   -0.155863297430E-18   
 39.11 -0.266509622975E-06    0.112798190357E-07    0.239125860724E-05   -0.845219995802E-06   -0.104946535752E-07   -0.419881887276E-06    0.855867985421E-07    0.439864142380E-06   -0.262905076795E-06    0.440238576132E-07    0.178925637157E-21    0.274531599166E-07   -0.396252231699E-08   -0.429310092018E-07    0.163945499429E-07   -0.219081388895E-08    0.396123973240E-08   -0.285877851661E-08    0.950106547547E-09   -0.107744283733E-09   -0.105895235304E-17   -0.226332670733E-08    0.253047618644E-09    0.403820833995E-08   -0.115508417351E-08    0.127336061032E-09   -0.467140842593E-09    0.228200268485E-09   -0.627237198090E-10    0.610379370761E-11    0.470725269048E-10   -0.375508861101E-10    0.165697529736E-10   -0.396703639565E-11    0.340374932517E-12   -0.345593868315E-21   -0.335500319834E-17    0.304399760779E-18   -0.204068642180E-09    0.469289621672E-10   -0.439387273644E-11    0.171546454686E-10   -0.651494429866E-11    0.151627076787E-11   -0.128762892816E-12   -0.252452267063E-18   -0.633107198462E-18   -0.843697929297E-18   -0.199480664149E-17   -0.385499841513E-17   -0.128933954581E-18    0.347857672830E-18   -0.211568770408E-18   -0.156097266748E-18    0.176780123968E-18   -0.353664047852E-19   
 40.33 -0.219950483792E-06    0.898809791476E-08    0.218722239182E-05   -0.773134308647E-06   -0.842364348601E-08   -0.373499386813E-06    0.761486081008E-07    0.377955282609E-06   -0.225899051329E-06    0.378340498987E-07   -0.144097048997E-21    0.236304911237E-07   -0.341076760283E-08   -0.357499774710E-07    0.136522481543E-07   -0.182435839825E-08    0.320001649316E-08   -0.230941297555E-08    0.767526536214E-09   -0.870392801351E-10   -0.227268672375E-18   -0.189543110267E-08    0.211915639613E-09    0.326346186928E-08   -0.933476641050E-09    0.102906126939E-09   -0.365935958883E-09    0.178761256673E-09   -0.491347843314E-10    0.478142221581E-11    0.358609970642E-10   -0.286071792847E-10    0.126232412367E-10   -0.302218491112E-11    0.259305910619E-12   -0.512713917234E-22   -0.759050340048E-18    0.675163339520E-19   -0.160629418370E-09    0.369393936130E-10   -0.345856773723E-11    0.128316699887E-10   -0.487317650379E-11    0.113417010793E-11   -0.963146074222E-13   -0.567732375891E-19   -0.145002571901E-18   -0.199024302382E-18   -0.460479656231E-18   -0.888851407286E-18   -0.249520414256E-19    0.724659164828E-19   -0.442556227936E-19   -0.338973811245E-19    0.380765834535E-19   -0.760115189378E-20   
 41.59 -0.181525210160E-06    0.716198583236E-08    0.200059735886E-05   -0.707191973072E-06   -0.676132557125E-08   -0.332240981166E-06    0.677491431114E-07    0.324759734146E-06   -0.194102167272E-06    0.325138531775E-07   -0.411892612964E-21    0.203401033776E-07   -0.293584104010E-08   -0.297701105319E-07    0.113686487466E-07   -0.151919959143E-08    0.258507594979E-08   -0.186561786833E-08    0.620032550236E-09   -0.703131199010E-10   -0.463719505171E-19   -0.158733560354E-08    0.177469515631E-09    0.263735361720E-08   -0.754385402567E-09    0.831631736592E-10   -0.286656857619E-09    0.140033081904E-09   -0.384898574037E-10    0.374553916873E-11    0.273197806660E-10   -0.217936456739E-10    0.961669251039E-11   -0.230237404602E-11    0.197545556091E-12   -0.267150117254E-21   -0.161951017429E-18    0.138167157006E-19   -0.126436917354E-09    0.290762620244E-10   -0.272235713502E-11    0.959808554491E-11   -0.364513465508E-11    0.848358921916E-12   -0.720432993437E-13   -0.120888719492E-19   -0.315717495647E-19   -0.445370997586E-19   -0.100887280418E-18   -0.194665836545E-18   -0.456681556930E-20    0.143781337028E-19   -0.874068063775E-20   -0.699647113104E-20    0.777400196609E-20   -0.149427220670E-20   
 42.88 -0.149812818574E-06    0.570688498827E-08    0.182989736017E-05   -0.646870527591E-06   -0.542704870598E-08   -0.295540483639E-06    0.602745953623E-07    0.279051163783E-06   -0.166781108610E-06    0.279412653105E-07   -0.231752866386E-21    0.175078801049E-07   -0.252704482287E-08   -0.247904906178E-07    0.946702498091E-08   -0.126508442681E-08    0.208830725781E-08   -0.150710594656E-08    0.500882178840E-09   -0.568011927579E-10   -0.878263889184E-20   -0.132931991815E-08    0.148622485042E-09    0.213136674513E-08   -0.609653536631E-09    0.672079851593E-10   -0.224553373412E-09    0.109695268385E-09   -0.301511270092E-10    0.293407756777E-11    0.208128740622E-10   -0.166029298812E-10    0.732623049061E-11   -0.175400460384E-11    0.150495014178E-12   -0.320459235799E-21   -0.317090968240E-19    0.203820823329E-20   -0.995228285841E-10    0.228869218096E-10   -0.214286055176E-11    0.717936528971E-11   -0.272655969739E-11    0.634572235140E-12   -0.538883676820E-13   -0.248979544285E-20   -0.647011616257E-20   -0.942880210574E-20   -0.210462551992E-19   -0.404565725508E-19   -0.775560199412E-21    0.270331827374E-20   -0.155922350809E-20   -0.131463497980E-20    0.148484215454E-20   -0.349737075353E-21   
 44.22 -0.123640570857E-06    0.454741701977E-08    0.167376319147E-05   -0.591691681975E-06   -0.435607742103E-08   -0.262894293617E-06    0.536235012687E-07    0.239775833184E-06   -0.143305802785E-06    0.240113578111E-07    0.253459918386E-21    0.150700249687E-07   -0.217517074309E-08   -0.206438072984E-07    0.788348413140E-08   -0.105347487978E-08    0.168700157676E-08   -0.121748851803E-08    0.404628687761E-09   -0.458858250569E-10   -0.172194253394E-20   -0.111324375314E-08    0.124464435378E-09    0.172245548441E-08   -0.492689059807E-09    0.543138635805E-10   -0.175904452207E-09    0.859300655417E-10   -0.236189614941E-10    0.229841707318E-11    0.158557541886E-10   -0.126485162127E-10    0.558130075847E-11   -0.133624341162E-11    0.114650765911E-12   -0.120148214840E-21   -0.475340154929E-20   -0.132228169656E-21   -0.783378274057E-10    0.180150801184E-10   -0.168671894100E-11    0.537016321869E-11   -0.203946588729E-11    0.474659853492E-12   -0.403084838102E-13   -0.516258822578E-21   -0.131941485602E-20   -0.188721232501E-20   -0.410535898510E-20   -0.793936108779E-20   -0.101382917452E-21    0.524746748371E-21   -0.238749876232E-21   -0.243057726501E-21    0.314263262507E-21   -0.259372130246E-22   
 45.60 -0.102040605787E-06    0.362351818797E-08    0.153095172698E-05   -0.541217645515E-06   -0.349645111477E-08   -0.233854472144E-06    0.477054335829E-07    0.206028307975E-06   -0.123134882939E-06    0.206338972327E-07    0.142330425184E-21    0.129716248453E-07   -0.187229277407E-08   -0.171907360101E-07    0.656482075152E-08   -0.877261073492E-09    0.136281397741E-08   -0.983526270878E-09    0.326872030777E-09   -0.370680410549E-10   -0.244746777933E-21   -0.932289990541E-09    0.104233189680E-09    0.139199548953E-08   -0.398164687100E-09    0.438935309549E-10   -0.137795196910E-09    0.673135338718E-10   -0.185019731398E-10    0.180047081933E-11    0.120792995786E-10   -0.963594760235E-11    0.425197080491E-11   -0.101798276439E-11    0.873437448547E-13   -0.158407330624E-21   -0.101863696952E-20   -0.107724074070E-20   -0.616623873129E-10    0.141802866450E-10   -0.132767425514E-11    0.401688057816E-11   -0.152551991046E-11    0.355045437025E-12   -0.301507346772E-13   -0.142660896378E-21   -0.213816410826E-21   -0.363268632621E-21   -0.781448793468E-21   -0.139360464253E-20    0.123166886914E-22    0.101442691713E-21    0.301167638601E-22   -0.314103002099E-22    0.496471431525E-22    0.358854750676E-22   
 47.02 -0.842141471617E-07    0.288732790537E-08    0.140032598935E-05   -0.495047745380E-06   -0.280646306675E-08   -0.208022585124E-06    0.424398241229E-07    0.177030585593E-06   -0.105803197575E-06    0.177312951866E-07    0.153733984715E-22    0.111654128959E-07   -0.161158853527E-08   -0.143152568854E-07    0.546672902252E-08   -0.730522393878E-09    0.110092483766E-08   -0.794524064225E-09    0.264057709550E-09   -0.299447523650E-10   -0.265123392084E-21   -0.780749610322E-09    0.872904601038E-10    0.112493557042E-08   -0.321775194513E-09    0.354723809480E-10   -0.107942215523E-09    0.527302267693E-10   -0.144935673886E-10    0.141040336367E-11    0.920230451203E-11   -0.734089948855E-11    0.323925488128E-11   -0.775524054558E-12    0.665405913830E-13    0.998742447304E-22    0.153998901272E-20   -0.912775725723E-21   -0.485365772205E-10    0.111617893458E-10   -0.104505788404E-11    0.300462554340E-11   -0.114108846424E-11    0.265573887055E-12   -0.225527410089E-13   -0.142303050440E-22   -0.466997796599E-22   -0.882229590233E-22   -0.148299825157E-21   -0.262815890272E-21   -0.356678875632E-23    0.503474115157E-22    0.353252024046E-22   -0.597199722441E-23    0.316624586259E-22    0.392200840607E-23   
 48.49 -0.695019647080E-07    0.230070942126E-08    0.128084607306E-05   -0.452815315849E-06   -0.225263694143E-08   -0.185044228660E-06    0.377549063384E-07    0.152114160667E-06   -0.909110792567E-07    0.152368422949E-07    0.104470118481E-21    0.961070387274E-08   -0.138718561701E-08   -0.119207565968E-07    0.455231412049E-08   -0.608328562709E-09    0.889362391549E-09   -0.641842020210E-09    0.213314286351E-09   -0.241903313154E-10   -0.237993599323E-21   -0.653841573121E-09    0.731017102008E-10    0.909112168191E-09   -0.260041332540E-09    0.286668623540E-10   -0.845568071549E-10    0.413063563182E-10   -0.113535726196E-10    0.110484303708E-11    0.701053962448E-11   -0.559247595815E-11    0.246774323425E-11   -0.590813106355E-12    0.506922425330E-13    0.150520941996E-21    0.139528309935E-20   -0.793102279495E-21   -0.382048024884E-10    0.878582672700E-11   -0.822600857640E-12    0.224745906192E-11   -0.853533850487E-12    0.198649192843E-12   -0.168694439424E-13    0.274417193407E-22   -0.158359537562E-22   -0.812438090221E-23   -0.261180472002E-22   -0.218065414001E-22   -0.109048125985E-22    0.313412852596E-22    0.292723435373E-22    0.118499553388E-22    0.140651835922E-22   -0.121838214957E-22   
 50.00 -0.573599954529E-07    0.183327422951E-08    0.117156084701E-05   -0.414184839535E-06   -0.180810260787E-08   -0.164604160695E-06    0.335867669699E-07    0.130704614492E-06   -0.781151245690E-07    0.130931872769E-07    0.109322636577E-22    0.827247767641E-08   -0.119402930333E-08   -0.992678224196E-08    0.379085258593E-08   -0.506573985011E-09    0.718455462574E-09   -0.518500568398E-09    0.172322121702E-09   -0.195417254428E-10    0.104063857912E-21   -0.547561980292E-09    0.612192904913E-10    0.734695351524E-09   -0.210151359651E-09    0.231670098050E-10   -0.662377884461E-10    0.323574385474E-10   -0.889384978683E-11    0.865481583585E-12    0.534079977057E-11   -0.426048434415E-11    0.187998687761E-11   -0.450095808871E-12    0.386185845644E-13   -0.945297886921E-22    0.190084232896E-21   -0.149289331592E-20   -0.300723086953E-10    0.691562516401E-11   -0.647497312225E-12    0.168109874656E-11   -0.638443080217E-12    0.148589540448E-12   -0.126183393990E-13   -0.851334048502E-23    0.661999686944E-23    0.671178189420E-23   -0.847381599527E-23    0.408747714880E-23   -0.207029262682E-22    0.275915387305E-22    0.287482483911E-22    0.253836593459E-22    0.243312981294E-23    0.125311077412E-22   
