R_Bohr           v_0_0_0_0             v_0_0_2_2             v_0_0_4_4             v_1_0_0_1             v_1_0_2_1             v_1_0_2_3             v_1_0_4_3             v_1_0_4_5             v_1_0_6_7             v_2_0_0_2             v_2_0_2_0             v_2_0_2_2             v_2_0_2_4             v_2_0_4_6             v_2_2_0_2             v_2_2_2_0             v_2_2_2_1             v_2_2_2_2             v_2_2_2_3             v_2_2_2_4             v_2_2_4_6             v_2_2_6_8             v_3_0_0_3             v_3_0_2_1             v_3_0_2_3             v_3_0_2_5             v_3_0_4_7             v_3_2_0_3             v_3_2_2_1             v_3_2_2_3             v_3_2_2_4             v_3_2_2_5             v_3_2_4_7             v_3_2_6_9             v_4_0_0_4             v_4_0_2_4             v_4_0_2_6             v_4_0_4_8             v_4_2_0_4             v_4_2_2_2             v_4_2_2_4             v_4_2_2_6             v_4_2_4_8             v_4_4_0_4             v_4_4_2_2             v_4_4_2_4             v_4_4_2_5             v_4_4_2_6             v_4_4_4_8             v_5_0_0_5             v_5_0_2_7             v_5_2_0_5             v_5_2_2_7             v_5_4_0_5             v_5_4_2_5             v_5_4_2_7             v_5_4_4_9             v_6_0_0_6             v_6_0_2_8            v_6_0_4_10             v_6_2_0_6             v_6_2_2_8            v_6_2_4_10             v_6_4_0_6             v_6_4_2_8            v_6_4_4_10             v_6_6_0_6             v_6_6_2_8            v_6_6_4_10             v_7_0_0_7             v_7_0_2_9             v_7_2_0_7             v_7_2_2_9            v_7_2_4_11             v_7_4_0_7             v_7_4_2_9             v_7_6_0_7             v_7_6_2_9            v_7_6_4_11             v_8_6_0_8            v_8_6_2_10            v_9_4_2_11            v_9_6_2_11   
 20.55 -0.995817508610E+00   -0.526363054519E-01   -0.115998667060E-14    0.328093452885E-01    0.575584186978E-15   -0.553134826673E+01    0.719667734268E-15   -0.184063211497E-01   -0.266975748862E-13   -0.529846240634E-01   -0.105077543047E-02   -0.122391442967E-02   -0.745998297862E-01   -0.541589160705E-16   -0.120899941144E-01    0.153842248718E-15   -0.855680171758E-03   -0.612956321164E-15   -0.112242995502E-02    0.948564246666E+00    0.435153695706E-02    0.293150450969E-14   -0.317899925348E-02    0.328602296522E-14    0.342105133202E-14    0.756788603890E-01    0.464484688552E-03    0.120936063969E-01    0.603672129549E-16   -0.135523495691E-15   -0.252120780859E-14   -0.967224754383E-01   -0.116815536267E-02   -0.425495019351E-15    0.149253806167E-02    0.492286156308E-15   -0.913604538532E-02   -0.718842003383E-03   -0.122426839044E-02   -0.137837274909E-14    0.817109853659E-15    0.768204549241E-02    0.130528182792E-15   -0.868669724301E-03    0.570879997553E-16    0.283751485396E-16    0.138608635651E-16    0.795087773715E-02   -0.524488385811E-16   -0.299222504500E-15   -0.194046078423E-14   -0.107029237289E-15    0.297306384473E-15    0.222636689697E-15    0.421124572909E-15   -0.124255040441E-02   -0.777079762359E-16   -0.551317865774E-03   -0.523645802107E-14   -0.583704753055E-15   -0.522199434631E-14   -0.387841563970E-03   -0.985610636711E-16   -0.196830149454E-15    0.173475440802E-03   -0.112505197609E-15    0.139631420245E-15   -0.273088836453E-16   -0.445672656333E-16   -0.302245589214E-13    0.635310275096E-13    0.476827863128E-13   -0.314443581303E-13   -0.167357963067E-15   -0.339229847424E-16    0.158350119765E-13    0.221292796329E-16    0.220628832108E-15    0.245007667195E-17   -0.992490613615E-16   -0.683583750325E-16   -0.239599779191E-11    0.180647912215E-15   
 20.82 -0.918003050543E+00   -0.485219645971E-01   -0.921143742182E-15    0.297531681252E-01    0.566288152666E-14   -0.525188951794E+01    0.705898838997E-15   -0.170447735051E-01   -0.245903335529E-13   -0.491078741531E-01   -0.974656194679E-03   -0.112768336446E-02   -0.696837057293E-01   -0.630798290207E-16   -0.110440585953E-01    0.173673697740E-15   -0.790448330254E-03   -0.328932359082E-15   -0.103057043053E-02    0.888801399348E+00    0.396956421691E-02    0.232634285687E-14   -0.283195638064E-02    0.851100665406E-15   -0.340072678348E-14    0.699761879196E-01    0.422166888752E-03    0.109708360052E-01    0.286729017605E-16   -0.132473981392E-15   -0.587846528601E-15   -0.894600547482E-01   -0.106846413979E-02   -0.444300431470E-15    0.134161924150E-02    0.923630673101E-15   -0.834138665120E-02   -0.673889388544E-03   -0.109295184298E-02   -0.128500393885E-14    0.439773184971E-15    0.700577511841E-02   -0.975371455391E-16   -0.776805743610E-03    0.475491702947E-16    0.483120646676E-16    0.228996287671E-16    0.725692152499E-02   -0.576046001325E-16   -0.193099086571E-15   -0.190694479396E-14   -0.159811854814E-15    0.592771031030E-16    0.217973865444E-15    0.384123454427E-15   -0.111339414719E-02   -0.838698175962E-16   -0.513716382581E-03   -0.529550189609E-14   -0.350930627932E-15   -0.475616339347E-14   -0.354355918349E-03    0.295050887078E-16   -0.162003981231E-15    0.153788142599E-03   -0.907419388721E-16    0.137349594215E-15   -0.346793364019E-16   -0.381092055897E-16   -0.271308250348E-13    0.579396256458E-13    0.432025212702E-13   -0.291479962919E-13   -0.150246240582E-15   -0.472202415250E-16    0.142213769001E-13    0.206900507629E-16    0.187361197778E-15   -0.116214454746E-16   -0.364597627620E-16   -0.732536225009E-16   -0.214697517559E-11    0.145839074361E-15   
 21.09 -0.847164371424E+00   -0.447728691103E-01   -0.853072511785E-15    0.270146334123E-01    0.346022006634E-14   -0.498989010433E+01    0.779597394405E-15   -0.157995793489E-01   -0.227748484951E-13   -0.455594254501E-01   -0.904927514690E-03   -0.104011542516E-02   -0.651487554858E-01    0.549056037377E-16   -0.100995547812E-01    0.388371775541E-15   -0.730935813790E-03    0.769537879762E-15   -0.947270268378E-03    0.833502769831E+00    0.362540977844E-02    0.226207918284E-14   -0.252592531166E-02    0.593672887828E-15   -0.205201345091E-14    0.647685810990E-01    0.384177124046E-03    0.996466148203E-02   -0.277792707755E-16   -0.163420355477E-15    0.475266232963E-15   -0.828261927873E-01   -0.978404569212E-03   -0.380998822737E-15    0.120761826347E-02    0.104339153986E-14   -0.762478279436E-02   -0.632273748186E-03   -0.977147980270E-03   -0.112983168223E-14    0.951421232527E-15    0.639662927660E-02   -0.709604655008E-15   -0.695657774643E-03    0.588575081575E-16    0.178228436574E-16    0.402669328082E-17    0.663133298198E-02   -0.412010922191E-16   -0.915423152558E-16   -0.274517808467E-14   -0.155591412884E-15    0.342054850080E-15    0.186910534718E-15    0.360300623278E-15   -0.999074841691E-03   -0.640241972346E-16   -0.479115325670E-03   -0.453863484010E-14   -0.403659969936E-15   -0.424825852939E-14   -0.324138275371E-03    0.115784356005E-15   -0.156762203134E-15    0.136546882820E-03   -0.105626354616E-15    0.732672072177E-16   -0.533094913202E-16   -0.286186915482E-16   -0.243027717551E-13    0.539541753933E-13    0.392655055496E-13   -0.269276021506E-13   -0.117243690925E-15   -0.415363343422E-16    0.127554478986E-13    0.237795427701E-16    0.182845338644E-15   -0.369588215337E-18   -0.495075907568E-16   -0.761835044185E-16   -0.192654255094E-11    0.119321221984E-15   
 21.36 -0.782597788221E+00   -0.413529171580E-01   -0.629021803623E-15    0.245573923869E-01   -0.323679154813E-14   -0.474405588870E+01    0.601522960467E-15   -0.146594920697E-01   -0.210455915063E-13   -0.423077889520E-01   -0.840981109631E-03   -0.960334400205E-03   -0.609610990464E-01    0.467145336246E-15   -0.924561769568E-02    0.120994153524E-15   -0.676577333660E-03   -0.774783373514E-15   -0.871637244758E-03    0.782283972645E+00    0.331491506239E-02    0.216620579837E-14   -0.225567302532E-02   -0.281998152508E-14   -0.220502358768E-14    0.600075283261E-01    0.350025593845E-03    0.906172251448E-02    0.240905875798E-16   -0.897840414011E-16   -0.486595825418E-15   -0.767594594855E-01   -0.896940162365E-03   -0.345040162013E-15    0.108845735955E-02    0.381262861643E-15   -0.697771077477E-02   -0.593709297166E-03   -0.874859713744E-03   -0.114728056780E-14    0.500041175045E-15    0.584721039834E-02    0.194192322222E-16   -0.623861833061E-03    0.470968848676E-16    0.298873070969E-16   -0.332006011451E-17    0.606662708861E-02   -0.395892302895E-16   -0.157359035115E-15   -0.180492565267E-14   -0.977975490444E-16    0.219956903432E-15    0.193100100365E-15    0.332439135928E-15   -0.897729828370E-03   -0.481078662655E-16   -0.447241351050E-03   -0.443717169570E-14   -0.666206476802E-15   -0.388141291135E-14   -0.296833814400E-03    0.531548995531E-16   -0.104901675585E-15    0.121422079018E-03   -0.974440366526E-16    0.809768993783E-16   -0.402818005162E-16   -0.384242394374E-16   -0.214719725035E-13    0.492533710480E-13    0.357296597518E-13   -0.250028665374E-13   -0.133333412637E-15   -0.366972733993E-16    0.114685244452E-13    0.271235332370E-16    0.187195455119E-15   -0.692781608843E-17   -0.551175061315E-16   -0.523995998760E-16   -0.173112665287E-11    0.136861445180E-15   
 21.63 -0.723678315791E+00   -0.382299173569E-01   -0.746369858977E-15    0.223496273270E-01    0.427012537638E-14   -0.451320335573E+01    0.653014327837E-15   -0.136144750645E-01   -0.194697490285E-13   -0.393248408795E-01   -0.782273262046E-03   -0.887562206022E-03   -0.570902428537E-01   -0.107567447804E-15   -0.847265282905E-02    0.750775799071E-16   -0.626869629496E-03    0.241656817145E-15   -0.802881770239E-03    0.734797995678E+00    0.303442322830E-02    0.191064619610E-14   -0.201668420313E-02   -0.250438000486E-16    0.322547159572E-14    0.556498007117E-01    0.319283135360E-03    0.825032975331E-02    0.150341398768E-15   -0.591777883114E-16   -0.984026707749E-15   -0.712050986533E-01   -0.823157093384E-03   -0.315829896601E-15    0.982335674062E-03    0.340152397135E-15   -0.639266943237E-02   -0.557937906315E-03   -0.784367733875E-03   -0.101569667327E-14    0.445397860101E-15    0.535101521924E-02    0.419718191859E-15   -0.560241705488E-03    0.612594336938E-16    0.398984339504E-16   -0.664148094284E-17    0.555621837441E-02   -0.472044013477E-16   -0.208009638325E-15   -0.218771977163E-14   -0.118263481480E-15    0.237873640623E-15    0.176980870320E-15    0.322021348055E-15   -0.807749679820E-03   -0.509424360127E-16   -0.417849031976E-03   -0.396787767924E-14    0.555711656662E-16   -0.345273122759E-14   -0.272130040846E-03    0.343834225029E-16   -0.924404209889E-16    0.108131934035E-03   -0.816103795214E-16    0.756094910456E-16   -0.346388049647E-16   -0.274482084228E-16   -0.192186796746E-13    0.466305596492E-13    0.324938173663E-13   -0.232089491950E-13   -0.108088567825E-15   -0.201824224051E-16    0.103261162870E-13    0.355545305518E-16    0.151599049071E-15    0.696910434544E-17   -0.878085750430E-16   -0.443012243365E-16   -0.155761521802E-11    0.136779664405E-15   
 21.90 -0.669850023165E+00   -0.353751307932E-01   -0.747577872303E-15    0.203634416341E-01   -0.354865821781E-14   -0.429624893071E+01    0.650307676653E-15   -0.126555586482E-01   -0.180223709863E-13   -0.365854270616E-01   -0.728317274719E-03   -0.821106858537E-03   -0.535087047240E-01   -0.917422224759E-16   -0.777217551918E-02    0.194031918613E-15   -0.581364003699E-03   -0.791545678553E-15   -0.740304002365E-03    0.690731160679E+00    0.278071340381E-02    0.183748036377E-14   -0.180505594949E-02   -0.260604217677E-14    0.169475327002E-14    0.516568205849E-01    0.291573087282E-03    0.752023872537E-02    0.852090979715E-17   -0.798208566363E-16   -0.607627102370E-15   -0.661142318534E-01   -0.756248397740E-03   -0.304345114610E-15    0.887689531014E-03    0.329487985977E-15   -0.586304629145E-02   -0.524726125745E-03   -0.704189065578E-03   -0.997339651976E-15    0.637482645841E-15    0.490231733772E-02    0.796747824939E-16   -0.503781197603E-03    0.419745712425E-16    0.360810094560E-16    0.352936790104E-17    0.509430341665E-02   -0.264094703896E-16   -0.141049668006E-15   -0.175692811299E-14   -0.756648735135E-16    0.275027784449E-15    0.185818111055E-15    0.291126840639E-15   -0.727741199747E-03   -0.508853403201E-16   -0.390717707176E-03   -0.287890996001E-14   -0.183049935248E-15   -0.305198110805E-14   -0.249751294490E-03   -0.201020214221E-16   -0.840089837368E-16    0.964350296879E-04   -0.923733586864E-16    0.815307703311E-16   -0.266309793282E-16   -0.286410979959E-16   -0.173145903805E-13    0.430130284239E-13    0.296253273946E-13   -0.215135677542E-13   -0.116158197258E-15   -0.222535481626E-16    0.930636333585E-14    0.233723169923E-16    0.144676239036E-15    0.367761930266E-17   -0.731416940229E-16   -0.491898573209E-16   -0.140331700654E-11    0.138083614173E-15   
 22.17 -0.620617672400E+00   -0.327628703448E-01   -0.650697896212E-15    0.185743379293E-01   -0.125728146191E-13   -0.409219944504E+01    0.609526745185E-15   -0.117747153748E-01   -0.167855194494E-13   -0.340670179582E-01   -0.678676887498E-03   -0.760352043477E-03   -0.501916842696E-01   -0.559049326298E-16   -0.713667211085E-02    0.755334983321E-16   -0.539659831876E-03    0.184395062025E-15   -0.683282709006E-03    0.649799563185E+00    0.255094420552E-02    0.157501014584E-14   -0.161740895127E-02   -0.276592920301E-14    0.160537235206E-14    0.479941120510E-01    0.266564327590E-03    0.686245659629E-02    0.396281555009E-16   -0.627770272642E-16   -0.706576449532E-15   -0.614431655189E-01   -0.695500368020E-03   -0.272423798160E-15    0.803158798730E-03    0.792238590210E-15   -0.538300308487E-02   -0.493862560095E-03   -0.633042216276E-03   -0.684761019318E-15    0.584801896424E-15    0.449606639229E-02   -0.135306927776E-15   -0.453600758503E-03    0.370217015745E-16    0.273012592157E-16    0.697521539934E-17    0.467575988546E-02   -0.300625779272E-16   -0.145072160057E-15   -0.160061997693E-14   -0.979260960181E-16    0.194488644387E-15    0.160160500241E-15    0.279278857702E-15   -0.656496195576E-03   -0.506242392499E-16   -0.365648718018E-03   -0.337783754615E-14   -0.500188710663E-15   -0.278507193170E-14   -0.229454026415E-03   -0.401730606021E-17   -0.519182982049E-16    0.861241407342E-04   -0.679551097024E-16    0.102748940463E-15   -0.175220806803E-16   -0.293498335801E-16   -0.154317613371E-13    0.405823813248E-13    0.270934663207E-13   -0.199690960740E-13   -0.109806203756E-15   -0.274616683389E-16    0.840434607663E-14    0.142374051614E-16    0.148669859106E-15    0.547497851808E-17   -0.122908643965E-16   -0.520107338312E-16   -0.126595944103E-11    0.913265506281E-16   
 22.44 -0.575539456328E+00   -0.303701497354E-01   -0.657467536969E-15    0.169607706303E-01    0.330697217036E-14   -0.390014361336E+01    0.679213384045E-15   -0.109647512128E-01   -0.155929451494E-13   -0.317494073213E-01   -0.632960522255E-03   -0.704748056820E-03   -0.471167728304E-01    0.116621017777E-15   -0.655947974865E-02   -0.416290531885E-16   -0.501398911787E-03   -0.892382026894E-15   -0.631265627055E-03    0.611745929988E+00    0.234260514650E-02    0.162802536544E-14   -0.145081235619E-02    0.246597025155E-15   -0.167429479370E-14    0.446308221054E-01    0.243965304556E-03    0.626907668942E-02    0.274641327539E-16   -0.716980800982E-16    0.586322341887E-15   -0.571527868804E-01   -0.640280819378E-03   -0.268085648267E-15    0.727558356572E-03    0.194089834292E-15   -0.494737718087E-02   -0.465155550485E-03   -0.569817804312E-03   -0.789237017999E-15    0.410451844273E-15    0.412780134035E-02   -0.860287928081E-16   -0.408937748908E-03    0.347451584181E-16    0.153637030881E-16    0.811616745117E-17    0.429605964042E-02   -0.325839115290E-16   -0.385077873222E-15   -0.228301748149E-14   -0.490171654424E-16    0.225401453104E-15    0.148530796297E-15    0.253365034577E-15   -0.592965067804E-03   -0.470676121142E-16   -0.342462982641E-03   -0.299288408006E-14   -0.445224182714E-16   -0.246491408409E-14   -0.211022729308E-03    0.344749405938E-16   -0.680795378599E-16    0.770210564158E-04   -0.631743852841E-16    0.727661240530E-16   -0.360477392180E-16   -0.239402471371E-16   -0.138427890537E-13    0.373094113060E-13    0.247182399412E-13   -0.185058384325E-13   -0.933606143612E-16   -0.250463206062E-16    0.759948864468E-14   -0.518472228738E-17    0.132897115409E-15   -0.245660456997E-17   -0.395508255545E-17   -0.540037598674E-16   -0.114344510896E-11    0.110084683832E-15   
 22.71 -0.534220679656E+00   -0.281763757913E-01   -0.516382078306E-15    0.155037616836E-01    0.535369152825E-14   -0.371924440432E+01    0.576173462175E-15   -0.102192104015E-01   -0.145004572705E-13   -0.296144485353E-01   -0.590816243329E-03   -0.653803921697E-03   -0.442636977779E-01   -0.392602262934E-15   -0.603468213868E-02    0.114998735375E-16   -0.466260534060E-03    0.302818411779E-15   -0.583761100806E-03    0.576336840919E+00    0.215347475132E-02    0.139058109615E-14   -0.130272012491E-02    0.972508990357E-15    0.468305760816E-14    0.415393025353E-01    0.223518909366E-03    0.573313650593E-02    0.353626129966E-16   -0.652990547061E-16   -0.217772977830E-15   -0.532080364260E-01   -0.590028949227E-03   -0.238552039012E-15    0.659853840643E-03    0.196126422443E-15   -0.455159654619E-02   -0.438431124174E-03   -0.513553753610E-03   -0.592822537234E-15    0.261818131619E-15    0.379357572755E-02   -0.109262241892E-15   -0.369129750326E-03    0.262594382589E-16    0.334782981030E-16   -0.178720034331E-17    0.395119378436E-02   -0.339558521879E-16   -0.114430183189E-15   -0.164012787247E-14   -0.856282906131E-16    0.228282478277E-15    0.157158940886E-15    0.247658994316E-15   -0.536234426873E-03   -0.392686121134E-16   -0.320998862519E-03   -0.321076611279E-14   -0.217965688403E-15   -0.226884599369E-14   -0.194266424284E-03    0.187869258566E-16   -0.503853459035E-16    0.689722359343E-04   -0.788928914121E-16    0.671837057688E-16   -0.226924025269E-16   -0.214671623844E-16   -0.125755937824E-13    0.349893364148E-13    0.225971675520E-13   -0.173756900791E-13   -0.735363124724E-16   -0.334027917491E-16    0.687807337670E-14    0.192325191752E-16    0.149041862929E-15    0.111443105006E-16   -0.528930815375E-16   -0.420680019521E-16   -0.103405697149E-11    0.112526266432E-15   
 22.98 -0.496308251440E+00   -0.261630782689E-01   -0.475946438495E-15    0.141865699502E-01    0.109901994063E-14   -0.354873220215E+01    0.437972243135E-15   -0.953229212860E-02   -0.134552805611E-13   -0.276458235477E-01   -0.551927337439E-03   -0.607080517303E-03   -0.416140967703E-01   -0.403289012518E-18   -0.555701901829E-02    0.181234108505E-15   -0.433957175297E-03    0.207126757612E-16   -0.540330817557E-03    0.543360269001E+00    0.198158438726E-02    0.133023796968E-14   -0.117091699915E-02   -0.159584685900E-14    0.435899993511E-14    0.386947442878E-01    0.204998063665E-03    0.524849568314E-02    0.182873635381E-16   -0.105896046608E-15   -0.140379240251E-14   -0.495774464362E-01   -0.544246558942E-03   -0.234604064829E-15    0.599140985866E-03    0.690549718358E-15   -0.419160625450E-02   -0.413531178299E-03   -0.463414301441E-03   -0.659425120963E-15    0.501807819684E-15    0.348989317251E-02   -0.136837362670E-16   -0.333600417631E-03    0.171488313787E-16    0.317780548357E-16    0.138660489615E-16    0.363760791228E-02   -0.282098300009E-16   -0.169035827248E-15   -0.138346034667E-14   -0.830895835779E-16    0.174223516932E-15    0.147805034901E-15    0.226496162791E-15   -0.485508085027E-03   -0.429341854254E-16   -0.301110283273E-03   -0.244065385248E-14   -0.199179316955E-15   -0.195180235657E-14   -0.179015622697E-03    0.450133355313E-16   -0.503891838041E-16    0.618451557474E-04   -0.698124357284E-16    0.578277663976E-16   -0.270933847554E-16   -0.218095698255E-16   -0.112699972306E-13    0.325466620252E-13    0.206833489820E-13   -0.160665546908E-13   -0.471061049158E-16   -0.163847159937E-16    0.623419632004E-14    0.387853221677E-16    0.128843025309E-15    0.545979352760E-17   -0.431927301920E-16   -0.426190536521E-16   -0.936243594243E-12    0.100285543700E-15   
 23.25 -0.461485876705E+00   -0.243136723892E-01   -0.520467764267E-15    0.129944062593E-01   -0.319884971539E-14   -0.338789866885E+01    0.481725588577E-15   -0.889877744706E-02   -0.124962586992E-13   -0.258288400407E-01   -0.516008430755E-03   -0.564184580050E-03   -0.391513181512E-01   -0.779700610829E-17   -0.512180741197E-02    0.152073918554E-15   -0.404230728882E-03   -0.458108139227E-15   -0.500583485752E-03    0.512623399301E+00    0.182518697638E-02    0.122511020739E-14   -0.105347254626E-02    0.617789075543E-15   -0.205055895803E-14    0.360748572032E-01    0.188201915327E-03    0.480973090179E-02    0.520231076267E-16   -0.125513730142E-15   -0.102974342734E-14   -0.462327366662E-01   -0.502490441417E-03   -0.199560835178E-15    0.544627997096E-03   -0.998762806749E-15   -0.386380486077E-02   -0.390311868625E-03   -0.418672197362E-03   -0.616317760970E-15    0.169823399281E-15    0.321365157207E-02   -0.162199190575E-15   -0.301847463577E-03    0.156460562250E-16    0.197688161987E-16    0.923847245721E-17    0.335214606992E-02   -0.242219402150E-16   -0.904009114760E-16   -0.151625263086E-14   -0.664535257274E-16    0.188127899889E-15    0.130392332519E-15    0.211824727872E-15   -0.440090882459E-03   -0.487516539477E-16   -0.282665076894E-03   -0.201888825013E-14   -0.255137589499E-15   -0.175774775138E-14   -0.165119694108E-03   -0.299750623677E-16   -0.325054873844E-16    0.555252320900E-04   -0.809939420698E-16    0.390930740950E-16   -0.359372371921E-16   -0.187464201210E-16   -0.101944115938E-13    0.303363192116E-13    0.189232116504E-13   -0.150727019334E-13   -0.663206128121E-16   -0.241045194279E-16    0.564544637538E-14    0.195761762451E-16    0.116038835389E-15   -0.515694426530E-17   -0.276050414170E-16   -0.358106266609E-16   -0.848667989763E-12    0.959365687285E-16   
