R_Bohr           v_0_0_0_0             v_0_0_2_2             v_0_0_4_4             v_1_0_0_1             v_1_0_2_1             v_1_0_2_3             v_1_0_4_3             v_1_0_4_5             v_1_0_6_7             v_2_0_0_2             v_2_0_2_0             v_2_0_2_2             v_2_0_2_4             v_2_0_4_6             v_2_2_0_2             v_2_2_2_0             v_2_2_2_1             v_2_2_2_2             v_2_2_2_3             v_2_2_2_4             v_2_2_4_6             v_2_2_6_8             v_3_0_0_3             v_3_0_2_1             v_3_0_2_3             v_3_0_2_5             v_3_0_4_7             v_3_2_0_3             v_3_2_2_1             v_3_2_2_3             v_3_2_2_4             v_3_2_2_5             v_3_2_4_7             v_3_2_6_9             v_4_0_0_4             v_4_0_2_4             v_4_0_2_6             v_4_0_4_8             v_4_2_0_4             v_4_2_2_2             v_4_2_2_4             v_4_2_2_6             v_4_2_4_8             v_4_4_0_4             v_4_4_2_2             v_4_4_2_4             v_4_4_2_5             v_4_4_2_6             v_4_4_4_8             v_5_0_0_5             v_5_0_2_7             v_5_2_0_5             v_5_2_2_7             v_5_4_0_5             v_5_4_2_5             v_5_4_2_7             v_5_4_4_9             v_6_0_0_6             v_6_0_2_8            v_6_0_4_10             v_6_2_0_6             v_6_2_2_8            v_6_2_4_10             v_6_4_0_6             v_6_4_2_8            v_6_4_4_10             v_6_6_0_6             v_6_6_2_8            v_6_6_4_10             v_7_0_0_7             v_7_0_2_9             v_7_2_0_7             v_7_2_2_9            v_7_2_4_11             v_7_4_0_7             v_7_4_2_9             v_7_6_0_7             v_7_6_2_9            v_7_6_4_11             v_8_6_0_8            v_8_6_2_10            v_9_4_2_11            v_9_6_2_11   
 23.52 -0.429469851584E+00   -0.226132498784E-01   -0.453682392130E-15    0.119141874047E-01   -0.756661600041E-15   -0.323609122826E+01    0.487736725185E-15   -0.831396507002E-02   -0.116535937118E-13   -0.241502531136E-01   -0.482802072583E-03   -0.524763457642E-03   -0.368602442063E-01   -0.176572221419E-15   -0.472487303711E-02   -0.298187033527E-16   -0.376849201092E-03   -0.447229335634E-15   -0.464169324253E-03    0.483950692124E+00    0.168272988293E-02    0.102214047756E-14   -0.948702000386E-03    0.816892935221E-15    0.595535648833E-14    0.336595890420E-01    0.172952552936E-03    0.441204522914E-02    0.996627587747E-16   -0.338520253095E-16   -0.115608846366E-14   -0.431484595410E-01   -0.464365768437E-03   -0.207690149049E-15    0.495620476692E-03    0.316742005826E-15   -0.356498922259E-02   -0.368642178104E-03   -0.378693578552E-03   -0.554313428480E-15    0.223761799883E-15    0.296209476458E-02    0.340965968920E-16   -0.273432434102E-03    0.306180772057E-16    0.316977810579E-16   -0.411042707064E-17    0.309200216687E-02   -0.308707090389E-16   -0.178427591048E-15   -0.831288705390E-15   -0.292480381327E-16    0.624666199070E-16    0.129979776072E-15    0.197836235188E-15   -0.399374898614E-03   -0.433364806401E-16   -0.265543517103E-03   -0.225290358003E-14   -0.243675596733E-15   -0.163702494235E-14   -0.152444582212E-03    0.208732499305E-16   -0.218644068317E-16    0.499132228397E-04   -0.631869599164E-16    0.911971901192E-16   -0.197746819649E-16   -0.227243058416E-16   -0.910865765900E-14    0.283893257863E-13    0.173935733914E-13   -0.140109233707E-13   -0.384781138855E-16   -0.136265652837E-16    0.513015937222E-14    0.586936327530E-17    0.118609226591E-15    0.635897213703E-17   -0.179008283415E-16   -0.365797234221E-16   -0.770161265512E-12    0.934650116543E-16   
 23.79 -0.400005380373E+00   -0.210483948768E-01   -0.426299128233E-15    0.109343234098E-01   -0.672624534448E-14   -0.309270810260E+01    0.373132599768E-15   -0.777361488089E-02   -0.108848792283E-13   -0.225981082779E-01   -0.452075725061E-03   -0.488500514447E-03   -0.347271344347E-01    0.876915612025E-16   -0.436249046430E-02    0.622677058978E-16   -0.351603810607E-03   -0.107523416493E-15   -0.430775250910E-03    0.457182160788E+00    0.155283137937E-02    0.905722945191E-15   -0.855132834743E-03    0.102284149299E-14   -0.776105049439E-15    0.314308786058E-01    0.159092163294E-03    0.405118978007E-02    0.301843007669E-16   -0.478642579170E-16   -0.204680935080E-15   -0.403016883198E-01   -0.429520337008E-03   -0.162711300132E-15    0.451508514046E-03    0.956341753763E-15   -0.329230656664E-02   -0.348402643441E-03   -0.342925094477E-03   -0.617620228246E-15    0.294857715044E-15    0.273277058362E-02   -0.154164015953E-16   -0.247971990974E-03    0.309928536094E-16    0.296043662794E-16   -0.298645109492E-17    0.285467778183E-02   -0.217609324046E-16   -0.175165665514E-15   -0.175596722483E-14   -0.278114877468E-16    0.116124439735E-15    0.127579137836E-15    0.196061215114E-15   -0.362827674833E-03   -0.342681733914E-16   -0.249637023471E-03   -0.184527720461E-14    0.627178307964E-17   -0.150658708342E-14   -0.140870819419E-03   -0.148899417815E-16   -0.276423398010E-16    0.449230296864E-04   -0.617482628795E-16    0.496116940918E-16   -0.314949432664E-16   -0.167982638756E-16   -0.825606340134E-14    0.266265370044E-13    0.159570767097E-13   -0.130952530134E-13   -0.542267487549E-16   -0.126387910002E-16    0.467223940582E-14    0.847002876087E-17    0.118320875435E-15    0.716001797751E-17   -0.518727383275E-16   -0.461532871016E-16   -0.699681886555E-12    0.940373621788E-16   
 24.06 -0.372863344678E+00   -0.196070215704E-01   -0.408500767365E-15    0.100445332618E-01   -0.587707465357E-14   -0.295719384083E+01    0.455088324133E-15   -0.727389815683E-02   -0.100991441393E-13   -0.211616030112E-01   -0.423619106696E-03   -0.455111101032E-03   -0.327394863756E-01   -0.265374756908E-15   -0.403133084012E-02   -0.858038465734E-16   -0.328306438278E-03    0.160350910988E-15   -0.400120675049E-03    0.432171838087E+00    0.143426018492E-02    0.981215924343E-15   -0.771476175947E-03    0.369206259812E-15    0.697409168801E-14    0.293724384865E-01    0.146480568021E-03    0.372339590895E-02    0.613858987895E-16    0.353256132318E-16    0.184960275480E-17   -0.376717426158E-01   -0.397639554977E-03   -0.159767812682E-15    0.411755607017E-03    0.939112255549E-15   -0.304321278085E-02   -0.329484220646E-03   -0.310882925808E-03   -0.424634691280E-15    0.381807721582E-15    0.252349439729E-02    0.995470714649E-17   -0.225130465774E-03    0.134236804498E-16    0.191011792633E-16    0.375991285008E-17    0.263794545896E-02   -0.296855791485E-16   -0.739156787374E-16   -0.159265332104E-14   -0.467310849478E-16    0.168128757052E-15    0.120394902365E-15    0.182821295823E-15   -0.329982136463E-03   -0.367111308252E-16   -0.234847013202E-03   -0.170012915611E-14    0.199459698923E-16   -0.136391549722E-14   -0.130291798221E-03    0.117646216487E-16   -0.106655424777E-16    0.404798353092E-04   -0.604529797798E-16    0.580376403376E-16   -0.239276207810E-16   -0.139814664862E-16   -0.742276765117E-14    0.246134486494E-13    0.146739213346E-13   -0.122847633596E-13   -0.370812843104E-16   -0.224927005152E-16    0.424038900893E-14    0.219007179120E-16    0.106268135028E-15   -0.166002806168E-17   -0.742849968146E-17   -0.356754160179E-16   -0.636336518509E-12    0.886449851964E-16   
 24.33 -0.347837464855E+00   -0.182782308169E-01   -0.435443906242E-15    0.923568505193E-02   -0.267884211108E-14   -0.282903528511E+01    0.446793805903E-15   -0.681135364410E-02   -0.944674921050E-14   -0.198309645011E-01   -0.397241844823E-03   -0.424339013259E-03   -0.308859118539E-01   -0.421583737175E-16   -0.372841615248E-02    0.965765568654E-16   -0.306787381553E-03   -0.242992380771E-15   -0.371953812399E-03    0.408786408973E+00    0.132591764694E-02    0.798806471455E-15   -0.696602316791E-03    0.836878784939E-15    0.241608054345E-14    0.274695636091E-01    0.134993085289E-03    0.342531641993E-02    0.507931462992E-16   -0.201820800722E-16   -0.592697258145E-15   -0.352399464400E-01   -0.368442064023E-03   -0.145924262225E-15    0.375889138603E-03    0.659482883329E-15   -0.281543606550E-02   -0.311787273087E-03   -0.282143401768E-03   -0.431364895784E-15    0.214168805918E-15    0.233231736443E-02   -0.128306712025E-15   -0.204613488254E-03    0.151337491550E-16    0.176287329262E-16    0.167624450807E-16    0.243981672944E-02   -0.262269954281E-16   -0.105895551590E-15   -0.112586427010E-14   -0.395230904065E-16    0.652826801631E-16    0.113378057768E-15    0.174140198862E-15   -0.300427953757E-03   -0.352529232685E-16   -0.221083882358E-03   -0.199967261661E-14    0.529799802112E-16   -0.124685571656E-14   -0.120612263732E-03    0.822084623450E-17   -0.790251874198E-17    0.365185214895E-04   -0.599690267930E-16    0.468986191808E-16   -0.257980967313E-16   -0.126648540781E-16   -0.676313482998E-14    0.235997556840E-13    0.134979348668E-13   -0.114657567889E-13   -0.356401536947E-16   -0.239091951635E-16    0.386544884624E-14    0.141377025110E-16    0.108181992654E-15    0.379553344159E-17   -0.168982121551E-16   -0.247060767349E-16   -0.579353866269E-12    0.986687669336E-16   
 24.60 -0.324741802393E+00   -0.170521833989E-01   -0.338800701709E-15    0.849965707459E-02   -0.380211464605E-14   -0.270775792827E+01    0.357532944939E-15   -0.638284874220E-02   -0.882896805728E-14   -0.185973415311E-01   -0.372771398086E-03   -0.395953376926E-03   -0.291560267902E-01    0.230621222143E-17   -0.345107916463E-02    0.102086043229E-15   -0.286893374305E-03    0.439955984708E-15   -0.346048452723E-03    0.386903989832E+00    0.122682219931E-02    0.834478092910E-15   -0.629519704577E-03   -0.299619801396E-14    0.781022874134E-15    0.257089622616E-01    0.124518670693E-03    0.315397451460E-02    0.167324833120E-16   -0.451743355639E-16   -0.156725274495E-15   -0.329894146115E-01   -0.341675913108E-03   -0.128852908132E-15    0.343492176436E-03    0.841759898324E-15   -0.260694520521E-02   -0.295220667626E-03   -0.256334968872E-03   -0.385320624394E-15    0.258299233138E-15    0.215749875411E-02   -0.184415937947E-16   -0.186162524391E-03    0.187936688009E-16    0.195772804489E-16    0.335270659038E-17    0.225851420626E-02   -0.174871450038E-16   -0.172927257287E-15   -0.167625574177E-14   -0.608092132174E-16    0.841769823484E-16    0.108762461762E-15    0.163582753752E-15   -0.273804123149E-03   -0.362210960837E-16   -0.208266100689E-03   -0.162066818552E-14   -0.192499820687E-15   -0.113911647121E-14   -0.111746997063E-03   -0.244484360304E-16   -0.700291926071E-17    0.329823232946E-04   -0.498277216816E-16    0.292366284500E-16   -0.206707279390E-16   -0.125417710809E-16   -0.615786844752E-14    0.217046551949E-13    0.124298677491E-13   -0.107203610020E-13   -0.527188030914E-16   -0.157493108802E-16    0.353521748900E-14    0.248276391699E-16    0.105721122959E-15    0.145250106646E-17   -0.184430594418E-16   -0.303184498315E-16   -0.528009326360E-12    0.824152605579E-16   
 24.87 -0.303408559108E+00   -0.159199878503E-01   -0.383327198395E-15    0.782921695174E-02   -0.170456485424E-14   -0.259292262057E+01    0.391769806977E-15   -0.598554515481E-02   -0.823959373014E-14   -0.174527087421E-01   -0.350051215384E-03   -0.369745902850E-03   -0.275403529604E-01   -0.854261678627E-17   -0.319692826782E-02    0.204429268533E-15   -0.268485838212E-03   -0.261512654029E-16   -0.322201120356E-03    0.366413037253E+00    0.113609578603E-02    0.654763899943E-15   -0.569356882063E-03   -0.654776635098E-15   -0.455263967458E-15    0.240786067619E-01    0.114958298318E-03    0.290671938885E-02    0.537696606071E-16   -0.332171356171E-16    0.277476104082E-15   -0.309048639413E-01   -0.317115208091E-03   -0.130222448169E-15    0.314196399468E-03   -0.873097881917E-16   -0.241592183196E-02   -0.279700966283E-03   -0.233131304400E-03   -0.345067532673E-15    0.232381214775E-15    0.199748177109E-02    0.191696011644E-16   -0.169550186141E-03    0.207047284689E-16    0.131213650481E-16    0.230000122426E-17    0.209244719614E-02   -0.170074519033E-16   -0.100675165941E-15   -0.111654536168E-14   -0.374627906983E-16    0.145069010177E-15    0.105198170721E-15    0.160564661025E-15   -0.249792585615E-03   -0.341052824446E-16   -0.196319406333E-03   -0.142915171756E-14    0.268757045080E-15   -0.107733488313E-14   -0.103619663614E-03    0.192417518879E-16   -0.132083767362E-16    0.298216820186E-04   -0.474353879756E-16    0.365240896464E-16   -0.337644588778E-17   -0.167624211982E-16   -0.551383639124E-14    0.204583025317E-13    0.114591869489E-13   -0.100239494813E-13   -0.244692564597E-16   -0.187311108608E-16    0.323501874635E-14    0.157374902061E-16    0.917025366143E-16    0.645417916730E-17   -0.278974563293E-16   -0.193109209369E-16   -0.481717944118E-12    0.762410494804E-16   
 25.14 -0.283686135107E+00   -0.148736010670E-01   -0.364752417680E-15    0.721791628818E-02   -0.111853242611E-15   -0.248412258888E+01    0.296797580694E-15   -0.561686845237E-02   -0.771383584083E-14   -0.163897817373E-01   -0.328939102191E-03   -0.345528464925E-03   -0.260302302969E-01    0.115769535011E-15   -0.296381660769E-02    0.104627039636E-15   -0.251439336494E-03    0.377040473004E-15   -0.300228576303E-03    0.347211371347E+00    0.105295198370E-02    0.626294080024E-15   -0.515346941132E-03    0.250102275648E-14    0.347367266781E-14    0.225676012984E-01    0.106223548770E-03    0.268118755378E-02    0.677974094348E-16   -0.299680783761E-16    0.239726686349E-15   -0.289724460906E-01   -0.294557173936E-03   -0.129207352079E-15    0.287675986879E-03    0.208983083082E-15   -0.224073614098E-02   -0.265151702420E-03   -0.212245401341E-03   -0.339144328980E-15    0.312354625522E-15    0.185087241131E-02    0.429165582419E-16   -0.154576197042E-03    0.610691128167E-17    0.219927368660E-16    0.331181264436E-17    0.194019035332E-02   -0.205344865437E-16   -0.134355004761E-15   -0.114916807256E-14   -0.462957481183E-16    0.108791191096E-15    0.971934629166E-16    0.149236742267E-15   -0.228112727941E-03   -0.318398201725E-16   -0.185176088448E-03   -0.131281200116E-14   -0.382577697900E-15   -0.896519894396E-15   -0.961618041317E-04    0.261655600236E-16   -0.232747448562E-16    0.269932657905E-04   -0.577514729588E-16    0.489486478103E-16   -0.136643589551E-16   -0.143188524731E-16   -0.499538899949E-14    0.194431623604E-13    0.105639470650E-13   -0.945432244001E-14   -0.473504785344E-16   -0.105039264705E-16    0.294951952954E-14    0.179617832056E-16    0.983416534686E-16    0.723929287785E-17   -0.373711230492E-16   -0.373987926524E-16   -0.439918846079E-12    0.775323046870E-16   
 25.41 -0.265437412729E+00   -0.139057401493E-01   -0.346096492408E-15    0.665999872746E-02   -0.383633298990E-14   -0.238098073581E+01    0.401903183278E-15   -0.527448106483E-02   -0.724312015049E-14   -0.154019417027E-01   -0.309305768960E-03   -0.323130960243E-03   -0.246177385025E-01   -0.449995004800E-16   -0.274981492961E-02    0.290363420233E-15   -0.235640204728E-03    0.391356103177E-16   -0.279965617705E-03    0.329205300500E+00    0.976685595016E-03    0.590918949302E-15   -0.466814118574E-03   -0.246548381289E-14    0.643356988395E-15    0.211660648120E-01    0.982353759328E-04    0.247526909199E-02    0.506678249597E-16   -0.213378578055E-16   -0.154407691487E-15   -0.271795994149E-01   -0.273819574957E-03   -0.111837391568E-15    0.263642329830E-03    0.306375662998E-15   -0.207992559837E-02   -0.251502731833E-03   -0.193424479248E-03   -0.311486879591E-15    0.263477273398E-15    0.171642094046E-02   -0.172658152798E-16   -0.141063916197E-03    0.198314786755E-16    0.160543648294E-16    0.704677951931E-17    0.180046496842E-02   -0.237038588517E-16   -0.132034952981E-15   -0.874010829371E-15   -0.356828008304E-16    0.938194478430E-16    0.949678917788E-16    0.141395412687E-15   -0.208516636989E-03   -0.283982206151E-16   -0.174774347343E-03   -0.859429542444E-15   -0.463795796982E-15   -0.842734096959E-15   -0.893119495525E-04    0.143266237218E-16   -0.202985657059E-16    0.244591318872E-04   -0.509510214115E-16    0.274485490711E-16   -0.266694524793E-16   -0.945343992888E-17   -0.459367972678E-14    0.182045485157E-13    0.977398957508E-14   -0.888256973827E-14   -0.397352214566E-16   -0.129318699536E-16    0.270064597756E-14    0.148434095707E-16    0.801029374348E-16    0.321190357071E-17   -0.137991765321E-16   -0.221848556343E-16   -0.402116667444E-12    0.703619236779E-16   
 25.68 -0.248538238095E+00   -0.130098041183E-01   -0.299888913875E-15    0.615031958919E-02   -0.745201650720E-15   -0.228314718971E+01    0.275750955800E-15   -0.495625828689E-02   -0.675023256584E-14   -0.144831683906E-01   -0.291033539666E-03   -0.302399415842E-03   -0.232956269033E-01    0.122076274537E-15   -0.255318766429E-02    0.970132256550E-16   -0.220985336861E-03   -0.315895477747E-15   -0.261263136608E-03    0.312308836121E+00    0.906663517979E-03    0.618282086861E-15   -0.423162221038E-03    0.839052708646E-15   -0.197012610171E-14    0.198650270711E-01    0.909230281239E-04    0.228707817639E-02    0.317813710486E-16   -0.473573625361E-16   -0.475483988027E-15   -0.255149174658E-01   -0.254738446288E-03   -0.107494045116E-15    0.241839448047E-03    0.211653368096E-15   -0.193217624553E-02   -0.238689650298E-03   -0.176445598542E-03   -0.254270411603E-15    0.266202844862E-15    0.159300564687E-02   -0.225314959066E-16   -0.128857338512E-03    0.163160062655E-16    0.195187346281E-16   -0.836153392157E-18    0.167212254363E-02   -0.229425596067E-16   -0.136261064846E-15   -0.150697601680E-14   -0.492254922554E-16    0.128716823240E-15    0.953481963812E-16    0.134160352729E-15   -0.190784997273E-03   -0.314662572193E-16   -0.165057723044E-03   -0.796313557359E-15   -0.158176794967E-15   -0.810308206975E-15   -0.830148433296E-04    0.100750065792E-16   -0.168970681626E-17    0.221860090285E-04   -0.467516671937E-16    0.337494479903E-16   -0.162821791769E-16   -0.101834621014E-16   -0.405822406090E-14    0.169298434639E-13    0.901927216369E-14   -0.828737070127E-14   -0.342634184378E-16   -0.851495987641E-17    0.247194819267E-14    0.219944789420E-17    0.826175574099E-16    0.705922422738E-18   -0.205923003764E-16   -0.241855668342E-16   -0.367932847574E-12    0.726499800629E-16   
 25.95 -0.232876075744E+00   -0.121798043266E-01   -0.286589084192E-15    0.568427553067E-02    0.133604851207E-14   -0.219029708000E+01    0.365857229057E-15   -0.466026693261E-02   -0.634470386214E-14   -0.136279804625E-01   -0.274015201386E-03   -0.283194311490E-03   -0.220572515982E-01    0.406140581195E-16   -0.237237184070E-02    0.396888704259E-16   -0.207381107444E-03   -0.423731852859E-16   -0.243986405159E-03    0.296442987287E+00    0.842316723177E-03    0.529509037235E-15   -0.383864614542E-03   -0.134094132200E-14   -0.936971648609E-15    0.186563363348E-01    0.842231030743E-04    0.211492727587E-02    0.376475100151E-16   -0.282555924528E-16   -0.270265540286E-15   -0.239680321281E-01   -0.237166096251E-03   -0.105695328986E-15    0.222040011194E-03   -0.216740359705E-15   -0.179630626028E-02   -0.226653270168E-03   -0.161111874953E-03   -0.229189768196E-15    0.223122723396E-15    0.147961856926E-02   -0.436007803212E-16   -0.117818501819E-03    0.204863963504E-16    0.133853033947E-16    0.108180307273E-16    0.155413035464E-02   -0.216173087216E-16   -0.935900506998E-16   -0.673396251070E-15   -0.531315051551E-16    0.101923485384E-15    0.860754620837E-16    0.125709142732E-15   -0.174723539094E-03   -0.229601227638E-16   -0.155974584338E-03   -0.885610384549E-15   -0.491335068176E-16   -0.760079968370E-15   -0.772207572467E-04   -0.195942158527E-16   -0.133691646387E-16    0.201446814481E-04   -0.428154214318E-16    0.338732347350E-16   -0.140835521688E-16   -0.150703118715E-16   -0.373651623839E-14    0.160348603620E-13    0.833121010985E-14   -0.779904880135E-14   -0.551719978711E-16   -0.947751691300E-17    0.226281058923E-14    0.173085658453E-16    0.738871711936E-16   -0.498992933293E-18   -0.877678264798E-17   -0.915226764207E-17   -0.336954981833E-12    0.748917859891E-16   
 26.22 -0.218348815059E+00   -0.114103025303E-01   -0.276122353071E-15    0.525774289782E-02    0.125852616911E-14   -0.210212851503E+01    0.251404020676E-15   -0.438474632317E-02   -0.595116718331E-14   -0.128313823173E-01   -0.258152978244E-03   -0.265389091910E-03   -0.208965190820E-01   -0.110633667575E-15   -0.220595846900E-02    0.502352000529E-16   -0.194742413571E-03   -0.183181612793E-15   -0.228013558830E-03    0.281535126437E+00    0.783133194920E-03    0.420542406086E-15   -0.348455554339E-03    0.156589196317E-16   -0.100838436649E-14    0.175325772098E-01    0.780787189047E-04    0.195730455506E-02    0.314227514305E-16   -0.155945018662E-16    0.618637313366E-16   -0.225295096324E-01   -0.220969344903E-03   -0.910982738502E-16    0.204041880017E-03    0.466853179362E-16   -0.167125148290E-02   -0.215339149488E-03   -0.147249206879E-03   -0.295902442996E-15    0.285394959409E-15    0.137535294206E-02   -0.726017763485E-17   -0.107825242225E-03    0.163616469111E-16    0.142705963062E-16    0.137209775607E-17    0.144555874148E-02   -0.157059753209E-16   -0.897197032193E-16   -0.103144879737E-14   -0.251237448903E-16    0.461357543328E-16    0.859470438532E-16    0.115260331905E-15   -0.160159958616E-03   -0.239648524715E-16   -0.147477671368E-03   -0.114617754520E-14   -0.194020043823E-15   -0.618641761297E-15   -0.718848886584E-04    0.171126234161E-16   -0.171377891191E-17    0.183094594455E-04   -0.354121056576E-16    0.391749823466E-16   -0.158011972836E-16   -0.115745732726E-16   -0.342628768039E-14    0.154453900308E-13    0.771924984381E-14   -0.735820957682E-14   -0.281111783783E-16   -0.137281502717E-16    0.208479722702E-14    0.776500114387E-17    0.831495396812E-16    0.158774452574E-17   -0.265092151976E-16   -0.773923633585E-17   -0.308876072925E-12    0.638517991415E-16   
 26.49 -0.204863710025E+00   -0.106963557207E-01   -0.269273014910E-15    0.486702361942E-02    0.181284432588E-14   -0.201836074218E+01    0.318434798276E-15   -0.412809133217E-02   -0.555314594707E-14   -0.120888166426E-01   -0.243357615174E-03   -0.248868845386E-03   -0.198078356159E-01   -0.158407568846E-17   -0.205267608443E-02    0.291657048966E-16   -0.182991822196E-03    0.179761398780E-16   -0.213234253056E-03    0.267518418328E+00    0.728651712087E-03    0.447544899399E-15   -0.316522664872E-03   -0.772580624341E-15   -0.111588053015E-14    0.164869974835E-01    0.724387858510E-04    0.181285404534E-02    0.349655022561E-16   -0.447658760762E-16   -0.678762442575E-15   -0.211907579115E-01   -0.206027968773E-03   -0.821348138171E-16    0.187665094929E-03   -0.276683618071E-15   -0.155605265482E-02   -0.204697167898E-03   -0.134703441808E-03   -0.206802270185E-15    0.241023191878E-15    0.127939213675E-02    0.468216121915E-16   -0.987692479630E-04    0.136607776804E-16    0.155510247670E-16    0.163950058509E-17    0.134556990634E-02   -0.197729070535E-16   -0.852329593580E-16   -0.280267343540E-15   -0.311650711765E-16    0.623478335916E-16    0.783160822117E-16    0.119689773060E-15   -0.146941243172E-03   -0.200190738549E-16   -0.139523685672E-03   -0.111718070483E-14   -0.103472884333E-15   -0.582712030406E-15   -0.669668287554E-04   -0.198214404962E-16   -0.943827113888E-17    0.166577235515E-04   -0.387159481902E-16    0.131815093210E-16   -0.129850996801E-16   -0.131158084185E-16   -0.310428881645E-14    0.144736190930E-13    0.714162632563E-14   -0.688471709725E-14   -0.194848099472E-16   -0.484935825730E-17    0.191101222057E-14    0.117449713201E-16    0.775124685306E-16    0.366274886283E-17   -0.263625358472E-16   -0.231836985215E-16   -0.283380160952E-12    0.554280014700E-16   
 26.76 -0.192336436233E+00   -0.100334669254E-01   -0.269639377649E-15    0.450879765904E-02   -0.269754403131E-14   -0.193873247203E+01    0.240561051002E-15   -0.388883724762E-02   -0.523810784583E-14   -0.113961220224E-01   -0.229547558784E-03   -0.233529128711E-03   -0.187860617092E-01    0.931250961998E-16   -0.191137618387E-02    0.844420262574E-16   -0.172058810294E-03   -0.370248341753E-15   -0.199548471969E-03    0.254331305369E+00    0.678456361557E-03    0.446370713979E-15   -0.287700408093E-03    0.100402567360E-14    0.214598998634E-14    0.155134428770E-01    0.672573656888E-04    0.168035822379E-02    0.152049263853E-16   -0.424214480385E-16    0.150937335699E-15   -0.199439439627E-01   -0.192233325878E-03   -0.843751376432E-16    0.172749250365E-03    0.317930391604E-15   -0.144984415271E-02   -0.194681144253E-03   -0.123337919218E-03   -0.268396875769E-15    0.317400691190E-15    0.119099990789E-02    0.214057250576E-16   -0.905543695339E-04    0.118838026354E-16    0.130333594492E-16   -0.317539366205E-18    0.125340802660E-02   -0.125800194993E-16   -0.693189943008E-16   -0.859521892196E-15   -0.162135650319E-16    0.819263304379E-16    0.747808688565E-16    0.107137858140E-15   -0.134931345064E-03   -0.239423594817E-16   -0.132072922339E-03   -0.106877091695E-14   -0.215200744561E-15   -0.534383785783E-15   -0.624300928754E-04    0.316515358241E-16    0.298961881536E-18    0.151695314587E-04   -0.404783780353E-16   -0.198101496072E-17   -0.254132600416E-16   -0.645044501388E-17   -0.280497381000E-14    0.133262135326E-13    0.662044171048E-14   -0.649531432213E-14   -0.362756888818E-16   -0.148490244574E-16    0.175978072503E-14   -0.235171250910E-17    0.609391076449E-16    0.530267485771E-17   -0.730122916424E-17   -0.276931800436E-16   -0.260228625555E-12    0.587871046698E-16   
 27.03 -0.180690251170E+00   -0.941754128884E-02   -0.268812496786E-15    0.418008117587E-02   -0.415060050943E-14   -0.186300035071E+01    0.314421062759E-15   -0.366564624035E-02   -0.493367553904E-14   -0.107494950188E-01   -0.216648224192E-03   -0.219274920975E-03   -0.178264711511E-01   -0.701967388099E-18   -0.178102032252E-02    0.779004696912E-16   -0.161879086964E-03    0.484571830269E-16   -0.186865470675E-03    0.241917043282E+00    0.632171691658E-03    0.400853509504E-15   -0.261664402425E-03   -0.216133188663E-15   -0.383770418621E-15    0.146062987887E-01    0.624931074646E-04    0.155872268740E-02    0.142233690126E-16   -0.100898553663E-16   -0.724878036163E-15   -0.187819200500E-01   -0.179487138571E-03   -0.738405061949E-16    0.159151202246E-03    0.710651406034E-15   -0.135184402989E-02   -0.185248491479E-03   -0.113031336808E-03   -0.182786848588E-15    0.600361718915E-16    0.110951177899E-02   -0.715364914937E-17   -0.830951502624E-04    0.170790348902E-16    0.941602313089E-17    0.670520533743E-17    0.116839051745E-02   -0.176441634730E-16   -0.552683429090E-16   -0.398220731735E-15   -0.335352213088E-16    0.763074099867E-16    0.765720469296E-16    0.986129389608E-16   -0.124009155533E-03   -0.228761220261E-16   -0.125088939577E-03   -0.103539748547E-14   -0.149073341868E-15   -0.481729703995E-15   -0.582417050870E-04    0.339835355510E-17    0.282422747950E-17    0.138272785576E-04   -0.339610264195E-16    0.151237326232E-16   -0.197541504859E-16   -0.559802493220E-17   -0.257558533471E-14    0.128218317460E-13    0.614824059110E-14   -0.611924562794E-14   -0.288737272284E-16   -0.102905137850E-16    0.161306728687E-14    0.175342714766E-16    0.658235796610E-16    0.392040937536E-17   -0.237875407129E-16   -0.214198922032E-16   -0.239161821442E-12    0.479636951928E-16   
